"","dataword","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"8683","pos",0,0,0,0,0,0,0,0,0,0
"8684","kaliurang",0,0,0,0,0,0,0,0,0,0
"8685","tempe",0,0,0,0,0,0,0,0,0,0
"8686","ketannya",0,0,0,0,0,0,0,0,0,0
"8687","sungguh",0,0,0,0,0,0,0,0,0,0
"8688","sulit",0,0,0,0,0,0,0,0,0,0
"8689","dilupakan",0,0,0,0,0,0,0,0,0,0
"8690","gunung",0,0,0,0,0,0,0,0,0,0
"8691","merapi",0,0,0,0,0,0,0,0,0,0
"8692","salah",0,0,0,0,0,0,0,0,0,0
"8693","pesona",0,0,0,0,0,0,0,0,0,0
"8694","yogya",0,0,0,0,0,0,0,0,0,0
"8695","istimewa",0,0,0,0,0,0,0,0,0,0
"8696","pergi",0,0,0,0,0,0,0,0,0,0
"8697","tour",0,0,0,0,0,0,0,0,0,0
"8698","jeep",0,0,0,0,0,0,0,0,0,0
"8699","gunung",0,0,0,0,0,0,0,0,0,0
"8700","merapi",0,0,0,0,0,0,0,0,0,0
"8701","lumayan",0,0,0,0,0,0,0,0,0,0
"8702","bagus",0,0,0,0,0,0,0,0,0,0
"8703","unik",0,0,0,0,0,0,0,0,0,0
"8704","mengemudikan",0,0,0,0,0,0,0,0,0,0
"8705","jeep",0,0,0,0,0,0,0,0,0,0
"8706","merapi",0,0,0,0,0,0,0,0,0,0
"8707","bener",0,0,0,0,0,0,0,0,0,0
"8708","hebat",0,0,0,0,0,0,0,0,0,0
"8709","medannya",0,0,0,0,0,0,0,0,0,0
"8710","susah",0,0,0,0,0,0,0,0,0,0
"8711","edang",0,0,0,0,0,0,0,0,0,0
"8712","jogja",0,0,0,0,0,0,0,0,0,0
"8713","lupakan",0,0,0,0,0,0,0,0,0,0
"8714","pengalaman",0,0,0,0,0,0,0,0,0,0
"8715","gunung",0,0,0,0,0,0,0,0,0,0
"8716","berapi",0,0,0,0,0,0,0,0,0,0
"8717","gunung",0,0,0,0,0,0,0,0,0,0
"8718","merapi",0,0,0,0,0,0,0,0,0,0
"8719","pengalaman",0,0,0,0,0,0,0,0,0,0
"8720","wisata",0,0,0,0,0,0,0,0,0,0
"8721","alam",0,0,0,0,0,0,0,0,0,0
"8722","menakjubkan",0,0,0,0,0,0,0,0,0,0
"8723","sejarah",0,0,0,0,0,0,0,0,0,0
"8724","pasca",0,0,0,0,0,0,0,0,0,0
"8725","erupsi",0,0,0,0,0,0,0,0,0,0
"8726","mencapai",0,0,0,0,0,0,0,0,0,0
"8727","bangker",0,0,0,0,0,0,0,0,0,0
"8728","puncaknya",0,0,0,0,0,0,0,0,0,0
"8729","menyewa",0,0,0,0,0,0,0,0,0,0
"8730","jeep",0,0,0,0,0,0,0,0,0,0
"8731","gunung",0,0,0,0,0,0,0,0,0,0
"8732","api",0,0,0,0,0,0,0,0,0,0
"8733","aktif",0,0,0,0,0,0,0,0,0,0
"8734","jogja",0,0,0,0,0,0,0,0,0,0
"8735","alternatif",0,0,0,0,0,0,0,0,0,0
"8736","wisata",0,0,0,0,0,0,0,0,0,0
"8737","indah",0,0,0,0,0,0,0,0,0,0
"8738","mengagumkan",0,0,0,0,0,0,0,0,0,0
"8739","pemandangan",0,0,0,0,0,0,0,0,0,0
"8740","gunung",0,0,0,0,0,0,0,0,0,0
"8741","hawa",0,0,0,0,0,0,0,0,0,0
"8742","sejuk",0,0,0,0,0,0,0,0,0,0
"8743","menenangkan",0,0,0,0,0,0,0,0,0,0
"8744","hati",0,0,0,0,0,0,0,0,0,0
"8745","berkunjung",0,0,0,0,0,0,0,0,0,0
"8746","kesini",0,0,0,0,0,0,0,0,0,0
"8747","meletus",0,0,0,0,0,0,0,0,0,0
"8748","suasana",0,0,0,0,0,0,0,0,0,0
"8749","putih",0,0,0,0,0,0,0,0,0,0
"8750","debu",0,0,0,0,0,0,0,0,0,0
"8751","dimanamana",0,0,0,0,0,0,0,0,0,0
"8752","suasana",0,0,0,0,0,0,0,0,0,0
"8753","hijau",0,0,0,0,0,0,0,0,0,0
"8754","membayangkan",0,0,0,0,0,0,0,0,0,0
"8755","kesini",0,0,0,0,0,0,0,0,0,0
"8756","hijau",0,0,0,0,0,0,0,0,0,0
"8757","warung",0,0,0,0,0,0,0,0,0,0
"8758","tertutup",0,0,0,0,0,0,0,0,0,0
"8759","debu",0,0,0,0,0,0,0,0,0,0
"8760","batu",0,0,0,0,0,0,0,0,0,0
"8761","merapi",0,0,0,0,0,0,0,0,0,0
"8762","mengagumkan",0,0,0,0,0,0,0,0,0,0
"8763","mengandung",0,0,0,0,0,0,0,0,0,0
"8764","aura",0,0,0,0,0,0,0,0,0,1
"8765","misterius",0,0,0,0,0,0,0,0,0,0
"8766","wisata",0,0,0,0,0,0,0,0,0,0
"8767","gunung",0,0,0,0,0,0,0,0,0,0
"8768","kakak",0,0,0,0,0,0,0,0,0,0
"8769","lakilaki",0,0,0,0,0,0,0,0,0,0
"8770","mencoba",0,0,0,0,0,0,0,0,0,0
"8771","menyewa",0,0,0,0,0,0,0,0,0,0
"8772","jeep",0,0,0,0,0,0,0,0,0,0
"8773","tour",0,0,0,0,0,0,0,0,0,0
"8774","keliling",0,0,0,0,0,0,0,0,0,0
"8775","gunung",0,0,0,0,0,0,0,0,0,0
"8776","merapi",0,0,0,0,0,0,0,0,0,0
"8777","jeep",0,0,0,0,0,0,0,0,0,0
"8778","memuat",0,0,0,0,0,0,0,0,0,0
"8779","orang",0,0,0,0,0,0,0,0,0,0
"8780","supir",0,0,0,0,0,0,0,0,0,0
"8781","harga",0,0,0,0,0,0,0,0,0,0
"8782","orang",0,0,0,0,0,0,0,0,0,0
"8783","rp",0,0,0,0,0,0,0,0,0,0
"8784","jeep",0,0,0,0,0,0,0,0,0,0
"8785","tarifnya",0,0,0,0,0,0,0,0,0,0
"8786","rp",0,0,0,0,0,0,0,0,0,0
"8787","route",0,0,0,0,0,0,0,0,0,0
"8788","mencapai",0,0,0,0,0,0,0,0,0,0
"8789","puncak",0,0,0,0,0,0,0,0,0,0
"8790","gunung",0,0,0,0,0,0,0,0,0,0
"8791","mudah",0,0,0,0,0,0,0,0,0,0
"8792","debudebu",0,0,0,0,0,0,0,0,0,0
"8793","hasil",0,0,0,0,0,0,0,0,0,0
"8794","sisa",0,0,0,0,0,0,0,0,0,0
"8795","letusan",0,0,0,0,0,0,0,0,0,0
"8796","gunung",0,0,0,0,0,0,0,0,0,0
"8797","merapi",0,0,0,0,0,0,0,0,0,0
"8798","mengendap",0,0,0,0,0,0,0,0,0,0
"8799","disepanjang",0,0,0,0,0,0,0,0,0,0
"8800","jalan",0,0,0,0,0,0,0,0,0,0
"8801","orangorang",0,0,0,0,0,0,0,0,0,0
"8802","menyewa",0,0,0,0,0,0,0,0,0,0
"8803","jeep",0,0,0,0,0,0,0,0,0,0
"8804","memutuskan",0,0,0,0,0,0,0,0,0,0
"8805","berangkat",0,0,0,0,0,0,0,0,0,0
"8806","menghindari",0,0,0,0,0,0,0,0,0,0
"8807","debu",0,0,0,0,0,0,0,0,0,0
"8808","bertebangan",0,0,0,0,0,0,0,0,0,0
"8809","diterpa",0,0,0,0,0,0,0,0,0,0
"8810","jeepjeep",0,0,0,0,0,0,0,0,0,0
"8811","didepan",0,0,0,0,0,0,0,0,0,0
"8812","pos",0,0,0,0,0,0,0,0,0,0
"8813","jeep",0,0,0,0,0,0,0,0,0,0
"8814","berhenti",0,0,0,0,0,0,0,0,0,0
"8815","rumah",0,0,0,0,0,0,0,0,0,0
"8816","penduduk",0,0,0,0,0,0,0,0,0,0
"8817","barangbarang",0,0,0,0,0,0,0,0,0,0
"8818","tertinggal",0,0,0,0,0,0,0,0,0,0
"8819","meleleh",0,0,0,0,0,0,0,0,0,0
"8820","akibat",0,0,0,0,0,0,0,0,0,0
"8821","awan",0,0,0,0,0,0,0,0,0,0
"8822","panas",0,0,0,0,0,0,0,0,0,0
"8823","berhenti",0,0,0,0,0,0,0,0,0,0
"8824","pos",0,0,0,0,0,0,0,0,0,0
"8825","bungker",0,0,0,0,0,0,0,0,0,0
"8826","batu",0,0,0,0,0,0,0,0,0,0
"8827","bentuk",0,0,0,0,0,0,0,0,0,0
"8828","wajah",0,0,0,0,0,0,0,0,0,0
"8829","manusia",0,0,0,0,0,0,0,0,0,0
"8830","disarankan",0,0,0,0,0,0,0,0,0,0
"8831","traveling",0,0,0,0,0,0,0,0,0,1
"8832","gunung",0,0,0,0,0,0,0,0,0,0
"8833","merapi",0,0,0,0,0,0,0,0,0,0
"8834","masker",0,0,0,0,0,0,0,0,0,0
"8835","pendakian",0,0,0,0,0,0,0,0,0,0
"8836","puncak",0,0,0,0,0,0,0,0,0,0
"8837","susah",0,0,0,0,0,0,0,0,0,0
"8838","sejuk",0,0,0,0,0,0,0,0,0,0
"8839","degree",0,0,0,0,0,0,0,0,0,1
"8840","i",0,0,0,0,0,0,0,0,0,0
"8841","menaki",0,0,0,0,0,0,0,0,0,0
"8842","pemandangan",0,0,0,0,0,0,0,0,0,0
"8843","cantik",0,0,0,0,0,0,0,0,0,0
"8844","and",0,0,0,0,0,0,0,0,0,0
"8845","berbolai",0,0,0,0,0,0,0,0,0,0
"8846","menaki",0,0,0,0,0,0,0,0,0,0
"8847","tengok",0,0,0,0,0,0,0,0,0,0
"8848","ni",0,0,0,0,0,0,0,0,0,0
"8849","pembimbing",0,0,0,0,0,0,0,0,0,0
"8850","orang",0,0,0,0,0,0,0,0,0,0
"8851","pakai",0,0,0,0,0,0,0,0,0,0
"8852","paket",0,0,0,0,0,0,0,0,0,0
"8853","alaska",0,0,0,0,0,0,0,0,0,0
"8854","agen",0,0,0,0,0,0,0,0,0,0
"8855","servisnya",0,0,0,0,0,0,0,0,0,0
"8856","bagus",0,0,0,0,0,0,0,0,0,0
"8857","and",0,0,0,0,0,0,0,0,0,0
"8858","mengunjungi",0,0,0,0,0,0,0,0,0,0
"8859","pergi",0,0,0,0,0,0,0,0,0,0
"8860","jogya",0,0,0,0,0,0,0,0,0,0
"8861","salah",0,0,0,0,0,0,0,0,0,0
"8862","menikmati",0,0,0,0,0,0,0,0,0,0
"8863","keindahan",0,0,0,0,0,0,0,0,0,0
"8864","merapi",0,0,0,0,0,0,0,0,0,0
"8865","mendaki",0,0,0,0,0,0,0,0,0,0
"8866","gunung",0,0,0,0,0,0,0,0,0,0
"8867","merbabu",0,0,0,0,0,0,0,0,0,0
"8868","seberang",0,0,0,0,0,0,0,0,0,0
"8869","ketinggian",0,0,0,0,0,0,0,0,0,0
"8870","gunung",0,0,0,0,0,0,0,0,0,0
"8871","merbabu",0,0,0,0,0,0,0,0,0,0
"8872","melebihi",0,0,0,0,0,0,0,0,0,0
"8873","merapi",0,0,0,0,0,0,0,0,0,0
"8874","luas",0,0,0,0,0,0,0,0,0,0
"8875","awanawan",0,0,0,0,0,0,0,0,0,0
"8876","lenyap",0,0,0,0,0,0,0,0,0,0
"8877","pandangan",0,0,0,0,0,0,0,0,0,0
"8878","merapi",0,0,0,0,0,0,0,0,0,0
"8879","full",0,0,0,0,0,0,0,0,0,1
"8880","body",0,0,0,0,0,0,0,0,0,0
"8881","lembahnya",0,0,0,0,0,0,0,0,0,0
"8882","indah",0,0,0,0,0,0,0,0,0,0
"8883","deretan",0,0,0,0,0,0,0,0,0,0
"8884","perkampungan",0,0,0,0,0,0,0,0,0,0
"8885","mengikuti",0,0,0,0,0,0,0,0,0,0
"8886","alur",0,0,0,0,0,0,0,0,0,0
"8887","sungaisungainya",0,0,0,0,0,0,0,0,0,0
"8888","sungguh",0,0,0,0,0,0,0,0,0,0
"8889","indah",0,0,0,0,0,0,0,0,0,0
"8890","mahakarya",0,0,0,0,0,0,0,0,0,0
"8891","sang",0,0,0,0,0,0,0,0,0,0
"8892","pencipta",0,0,0,0,0,0,0,0,0,0
"8893","mengunjungi",0,0,0,0,0,0,0,0,0,0
"8894","anak",0,0,0,0,0,0,0,0,0,0
"8895","berusia",0,0,0,0,0,0,0,0,0,0
"8896","memilih",0,0,0,0,0,0,0,0,0,0
"8897","long",0,1,0,0,0,0,0,0,0,0
"8898","trip",0,0,0,0,0,0,1,0,0,0
"8899","tour",0,0,0,0,0,0,0,0,0,0
"8900","jwm",0,0,0,0,0,0,0,0,0,0
"8901","jeep",0,0,0,0,0,0,0,0,0,0
"8902","mengikuti",0,0,0,0,0,0,0,0,0,0
"8903","tour",0,0,0,0,0,0,0,0,0,0
"8904","jam",0,0,0,0,0,0,0,0,0,1
"8905","jalan",0,0,0,0,0,0,0,0,0,0
"8906","setapak",0,0,0,0,0,0,0,0,0,0
"8907","medan",0,0,0,0,0,0,0,0,0,0
"8908","yg",0,0,0,0,0,0,0,0,0,0
"8909","ekstrim",0,0,0,0,0,0,0,0,0,0
"8910","bebatuan",0,0,0,0,0,0,0,0,0,0
"8911","yg",0,0,0,0,0,0,0,0,0,0
"8912","terjal",0,0,0,0,0,0,0,0,0,0
"8913","tanah",0,0,0,0,0,0,0,0,0,0
"8914","genangan",0,0,0,0,0,0,0,0,0,0
"8915","kali",0,0,0,0,0,0,0,0,0,0
"8916","jalan",0,0,0,0,0,0,0,0,0,0
"8917","menanjak",0,0,0,0,0,0,0,0,0,0
"8918","jeep",0,0,0,0,0,0,0,0,0,0
"8919","terbuka",0,0,0,0,0,0,0,0,0,0
"8920","menambah",0,0,0,0,0,0,0,0,0,0
"8921","keseruan",0,0,0,0,0,0,0,0,0,0
"8922","disaat",0,0,0,0,0,0,0,0,0,0
"8923","tour",0,0,0,0,0,0,0,0,0,0
"8924","hujan",0,0,0,0,0,0,0,0,0,0
"8925","rintik",0,0,0,0,0,0,0,0,0,0
"8926","hawa",0,0,0,0,0,0,0,0,0,0
"8927","dingin",0,0,0,0,0,0,0,0,0,0
"8928","menyejukantidak",0,0,0,0,0,0,0,0,0,0
"8929","direkomendasikan",0,0,0,0,0,0,0,0,0,0
"8930","anak",0,0,0,0,0,0,0,0,0,0
"8931","dibawah",0,0,0,0,0,0,0,0,0,0
"8932","lansia",0,0,0,0,0,0,0,0,0,0
"8933","dimana",0,0,0,0,0,0,0,0,0,0
"8934","merapi",0,0,0,0,0,0,0,0,0,0
"8935","ketep",0,0,0,0,0,0,0,0,0,0
"8936","pass",0,0,0,0,0,0,0,0,0,0
"8937","pemandangan",0,0,0,0,0,0,0,0,0,0
"8938","merapi",0,0,0,0,0,0,0,0,0,0
"8939","berkabut",0,0,0,0,0,0,0,0,0,0
"8940","dokumenter",0,0,0,0,0,0,0,0,0,0
"8941","fase",0,0,0,0,0,0,0,0,0,0
"8942","letusan",0,0,0,0,0,0,0,0,0,0
"8943","merapi",0,0,0,0,0,0,0,0,0,0
"8944","teater",0,0,0,0,0,0,0,0,0,0
"8945","yg",0,0,0,0,0,0,0,0,0,0
"8946","disediakan",0,0,0,0,0,0,0,0,0,0
"8947","berkunjung",0,0,0,0,0,0,0,0,0,0
"8948","bnyk",0,0,0,0,0,0,0,0,0,0
"8949","yg",0,0,0,0,0,0,0,0,0,0
"8950","bs",0,0,0,0,0,0,0,0,0,0
"8951","pelajari",0,0,0,0,0,0,0,0,0,0
"8952","dr",0,0,0,0,0,0,0,0,0,0
"8953","gunung",0,0,0,0,0,0,0,0,0,0
"8954","yg",0,0,0,0,0,0,0,0,0,0
"8955","alam",0,0,0,0,0,0,0,0,0,0
"8956","suasana",0,0,0,0,0,0,0,0,0,0
"8957","mistisnxma",0,0,0,0,0,0,0,0,0,0
"8958","sesuai",0,0,0,0,0,0,0,0,0,0
"8959","dgn",0,0,0,0,0,0,0,0,0,0
"8960","namanya",0,0,0,0,0,0,0,0,0,0
"8961","merapi",0,0,0,0,0,0,0,0,0,0
"8962","jogja",0,0,0,0,0,0,0,0,0,0
"8963","gk",0,0,0,0,0,0,0,0,0,0
"8964","merapi",0,0,0,0,0,0,0,0,0,0
"8965","ya",0,0,0,0,0,0,0,0,0,0
"8966","gk",0,0,0,0,0,0,0,0,0,0
"8967","jogja",0,0,0,0,0,0,0,0,0,0
"8968","wisata",0,0,0,0,0,0,0,0,0,0
"8969","merapi",0,0,0,0,0,0,0,0,0,0
"8970","dg",0,0,0,0,0,0,0,0,0,0
"8971","jeep",0,0,0,0,0,0,0,0,0,0
"8972","sgt",0,0,0,0,0,0,0,0,0,0
"8973","seru",0,0,0,0,0,0,0,0,0,0
"8974","anakanak",0,0,0,0,0,0,0,0,0,0
"8975","suka",0,0,0,0,0,0,0,0,0,0
"8976","bgt",0,0,0,0,0,0,0,0,0,0
"8977","jg",0,0,0,0,0,0,0,0,0,0
"8978","keganasan",0,0,0,0,0,0,0,0,0,0
"8979","alam",0,0,0,0,0,0,0,0,0,0
"8980","museum",0,0,0,0,0,0,0,0,0,0
"8981","merapi",0,0,0,0,0,0,0,0,0,0
"8982","biaya",0,0,0,0,0,0,0,0,0,0
"8983","jeep",0,0,0,0,0,0,0,0,0,0
"8984","standar",0,0,0,0,0,0,0,0,0,0
"8985","menariknya",0,0,0,0,0,0,0,0,0,0
"8986","lihat",0,0,0,0,0,0,0,0,0,0
"8987","alam",0,0,0,0,0,0,0,0,0,0
"8988","yg",0,0,0,0,0,0,0,0,0,0
"8989","keren",0,0,0,0,0,0,0,0,0,0
"8990","bgt",0,0,0,0,0,0,0,0,0,0
"8991","yg",0,0,0,0,0,0,0,0,0,0
"8992","berkesan",0,0,0,0,0,0,0,0,0,0
"8993","lht",0,0,0,0,0,0,0,0,0,0
"8994","bunker",0,0,0,1,0,0,0,0,0,0
"8995","sisa",0,0,0,0,0,0,0,0,0,0
"8996","sisa",0,0,0,0,0,0,0,0,0,0
"8997","peninggalan",0,0,0,0,0,0,0,0,0,0
"8998","barang",0,0,0,0,0,0,0,0,0,0
"8999","erupsi",0,0,0,0,0,0,0,0,0,0
"9000","gunung",0,0,0,0,0,0,0,0,0,0
"9001","merapi",0,0,0,0,0,0,0,0,0,0
"9002","alam",0,0,0,0,0,0,0,0,0,0
"9003","dasyat",0,0,0,0,0,0,0,0,0,0
"9004","melelehkanpengendara",0,0,0,0,0,0,0,0,0,0
"9005","jeep",0,0,0,0,0,0,0,0,0,0
"9006","udh",0,0,0,0,0,0,0,0,0,0
"9007","medan",0,0,0,0,0,0,0,0,0,0
"9008","merapi",0,0,0,0,0,0,0,0,0,0
"9009","aman",0,0,0,0,0,0,0,0,0,0
"9010","senang",0,0,0,0,0,0,0,0,0,0
"9011","hati",0,0,0,0,0,0,0,0,0,0
"9012","membantu",0,0,0,0,0,0,0,0,0,0
"9013","berfoto",0,0,0,0,0,0,0,0,0,0
"9014","lupa",0,0,0,0,0,0,0,0,0,0
"9015","tips",0,0,0,0,0,0,0,0,0,0
"9016","puas",0,0,0,0,0,0,0,0,0,0
"9017","driver",0,0,0,0,0,0,0,0,0,0
"9018","sekedar",0,0,0,0,0,0,0,0,0,0
"9019","saran",0,0,0,0,0,0,0,0,0,0
"9020","sajamakanan",0,0,0,0,0,0,0,0,0,0
"9021","jadah",0,0,0,0,0,0,0,0,0,0
"9022","bakartahu",0,0,0,0,0,0,0,0,0,0
"9023","bacemwajik",0,0,0,0,0,0,0,0,0,0
"9024","jgn",0,0,0,0,0,0,0,0,0,0
"9025","lupa",0,0,0,0,0,0,0,0,0,0
"9026","dicoba",0,0,0,0,0,0,0,0,0,0
"9027","pagi",0,0,0,0,0,0,0,0,0,0
"9028","ok",0,0,0,0,0,0,0,0,0,0
"9029","sore",1,0,0,0,0,1,0,0,1,0
"9030","biar",0,0,0,0,0,0,0,0,0,0
"9031","panas",0,0,0,0,0,0,0,0,0,0
"9032","off",0,0,0,0,0,0,0,0,0,0
"9033","road",0,0,0,0,0,0,0,0,0,0
"9034","jeep",0,0,0,0,0,0,0,0,0,0
"9035","daerah",0,0,0,0,0,0,0,0,0,0
"9036","bekas",0,0,0,0,0,0,0,0,0,0
"9037","erupsi",0,0,0,0,0,0,0,0,0,0
"9038","gunung",0,0,0,0,0,0,0,0,0,0
"9039","merapi",0,0,0,0,0,0,0,0,0,0
"9040","pengalaman",0,0,0,0,0,0,0,0,0,0
"9041","menarik",0,0,0,0,0,0,0,0,0,0
"9042","haru",0,0,0,0,0,0,0,0,0,0
"9043","takjub",0,0,0,0,0,0,0,0,0,0
"9044","kekuatan",0,0,0,0,0,0,0,0,0,0
"9045","alam",0,0,0,0,0,0,0,0,0,0
"9046","kekuasaan",0,0,0,0,0,0,0,0,0,0
"9047","yme",0,0,0,0,0,0,0,0,0,0
"9048","gunung",0,0,0,0,0,0,0,0,0,0
"9049","meletus",0,0,0,0,0,0,0,0,0,0
"9050","mengeluarkan",0,0,0,0,0,0,0,0,0,0
"9051","wedus",0,0,0,0,0,0,0,0,0,0
"9052","gembel",0,0,0,0,0,0,0,0,0,0
"9053","kali",0,0,0,0,0,0,0,0,0,0
"9054","pasca",0,0,0,0,0,0,0,0,0,0
"9055","meletus",0,0,0,0,0,0,0,0,0,0
"9056","mencoba",0,0,0,0,0,0,0,0,0,0
"9057","mendekati",0,0,0,0,0,0,0,0,0,0
"9058","kaki",0,0,0,0,0,0,0,0,0,0
"9059","gunung",0,0,0,0,0,0,0,0,0,0
"9060","merapipemandangan",0,0,0,0,0,0,0,0,0,0
"9061","indah",0,0,0,0,0,0,0,0,0,0
"9062","seru",0,0,0,0,0,0,0,0,0,0
"9063","kemerapi",0,0,0,0,0,0,0,0,0,0
"9064","tp",0,0,0,0,0,0,0,0,0,0
"9065","musti",0,0,0,0,0,0,0,0,0,0
"9066","nyewa",0,0,0,0,0,0,0,0,0,0
"9067","jeep",0,0,0,0,0,0,0,0,0,0
"9068","masuk",0,0,0,0,0,0,0,0,0,0
"9069","kedalam",0,0,0,0,0,0,0,0,0,0
"9070","driver",0,0,0,0,0,0,0,0,0,0
"9071","jeepnya",0,0,0,0,0,0,0,0,0,0
"9072","serupemandangannya",0,0,0,0,0,0,0,0,0,0
"9073","bagus",0,0,0,0,0,0,0,0,0,0
"9074","museum",0,0,0,0,0,0,0,0,0,0
"9075","merapi",0,0,0,0,0,0,0,0,0,0
"9076","meletus",0,0,0,0,0,0,0,0,0,0
"9077","kerenlah",0,0,0,0,0,0,0,0,0,0
"9078","pokoknya",0,0,0,0,0,0,0,0,0,0
"9079","recomend",0,0,0,0,0,0,0,0,0,0
"9080","udara",0,0,0,0,0,0,0,0,0,0
"9081","sejuk",0,0,0,0,0,0,0,0,0,0
"9082","bikin",0,0,0,0,0,0,0,0,0,0
"9083","ketagihan",0,0,0,0,0,0,0,0,0,0
"9084","kesini",0,0,0,0,0,0,0,0,0,0
"9085","suda",0,0,0,0,0,0,0,0,0,0
"9086","kali",0,0,0,0,0,0,0,0,0,0
"9087","mampir",0,0,0,0,0,0,0,0,0,0
"9088","merapi",0,0,0,0,0,0,0,0,0,0
"9089","tour",0,0,0,0,0,0,0,0,0,0
"9090","guide",0,0,0,0,0,0,0,1,0,1
"9091","nya",0,0,0,0,0,0,0,0,0,0
"9092","ramah",0,0,0,0,0,0,0,0,0,0
"9093","murah",0,0,0,0,0,0,0,0,0,0
"9094","senyum",0,0,0,0,0,0,0,0,0,0
"9095","katakata",0,0,0,0,0,0,0,0,0,0
"9096","gunung",0,0,0,0,0,0,0,0,0,0
"9097","gunung",0,0,0,0,0,0,0,0,0,0
"9098","simbol",0,0,0,0,0,0,0,0,0,0
"9099","yogyakartamagelang",0,0,0,0,0,0,0,0,0,0
"9100","gunung",0,0,0,0,0,0,0,0,0,0
"9101","fenomenal",0,0,0,0,0,0,0,0,0,0
"9102","terkenal",0,0,0,0,0,0,0,0,0,0
"9103","mbah",0,0,0,0,0,0,0,0,0,0
"9104","maridjan",0,0,0,0,0,0,0,0,0,0
"9105","nya",0,0,0,0,0,0,0,0,0,0
"9106","area",0,0,0,0,0,0,0,0,0,0
"9107","gunung",0,0,0,0,0,0,0,0,0,0
"9108","museum",0,0,0,0,0,0,0,0,0,0
"9109","dijadikan",0,0,0,0,0,0,0,0,0,0
"9110","objek",0,0,0,0,0,0,0,0,0,0
"9111","wisata",0,0,0,0,0,0,0,0,0,0
"9112","mendaki",0,0,0,0,0,0,0,0,0,0
"9113","sang",0,0,0,0,0,0,0,0,0,0
"9114","merapi",0,0,0,0,0,0,0,0,0,0
"9115","menikmatinya",0,0,0,0,0,0,0,0,0,0
"9116","mengikuti",0,0,0,0,0,0,0,0,0,0
"9117","jeep",0,0,0,0,0,0,0,0,0,0
"9118","merapi",0,0,0,0,0,0,0,0,0,0
"9119","lava",1,0,0,1,0,0,0,0,1,0
"9120","tour",0,0,0,0,0,0,0,0,0,0
"9121","dipandu",0,0,0,0,0,0,0,0,0,0
"9122","mengikuti",0,0,0,0,0,0,0,0,0,0
"9123","jejak",0,0,0,0,0,0,0,0,0,0
"9124","erupsi",0,0,0,0,0,0,0,0,0,0
"9125","merapi",0,0,0,0,0,0,0,0,0,0
"9126","jeep",0,0,0,0,0,0,0,0,0,0
"9127","spot",0,0,0,0,0,0,0,0,0,0
"9128","batu",0,0,0,0,0,0,0,0,0,0
"9129","alien",0,0,1,1,0,0,0,0,1,0
"9130","bungker",0,0,0,0,0,0,0,0,0,0
"9131","spot",0,0,0,0,0,0,0,0,0,0
"9132","keren",0,0,0,0,0,0,0,0,0,0
"9133","pemandangannya",0,0,0,0,0,0,0,0,0,0
"9134","diabadikan",0,0,0,0,0,0,0,0,0,0
"9135","menarik",0,0,0,0,0,0,0,0,0,0
"9136","ok",0,0,0,0,0,0,0,0,0,0
"9137","dicoba",0,0,0,0,0,0,0,0,0,0
"9138","merasakan",0,0,0,0,0,0,0,0,0,0
"9139","sensasi",0,0,0,0,0,0,0,0,0,0
"9140","off",0,0,0,0,0,0,0,0,0,0
"9141","road",0,0,0,0,0,0,0,0,0,0
"9142","ketrampilan",0,0,0,0,0,0,0,0,0,0
"9143","mengemudi",0,0,0,0,0,0,0,0,0,0
"9144","medan",0,0,0,0,0,0,0,0,0,0
"9145","off",0,0,0,0,0,0,0,0,0,0
"9146","road",0,0,0,0,0,0,0,0,0,0
"9147","mobil",0,0,0,0,0,0,0,0,0,0
"9148","khusus",0,0,0,0,0,0,0,0,0,0
"9149","off",0,0,0,0,0,0,0,0,0,0
"9150","road",0,0,0,0,0,0,0,0,0,0
"9151","kunjungan",0,0,0,0,0,0,0,0,0,0
"9152","wisata",0,0,0,0,0,0,0,0,0,0
"9153","merapi",0,0,0,0,0,0,0,0,0,0
"9154","pilihan",0,0,0,0,0,0,0,0,0,0
"9155","memacu",0,0,0,0,0,0,0,0,0,0
"9156","adrenalin",0,0,0,0,0,0,0,0,0,0
"9157","aman",0,0,0,0,0,0,0,0,0,0
"9158","murah",0,0,0,0,0,0,0,0,0,0
"9159","merapi",0,0,0,0,0,0,0,0,0,0
"9160","merasakan",0,0,0,0,0,0,0,0,0,0
"9161","sensasi",0,0,0,0,0,0,0,0,0,0
"9162","memacu",0,0,0,0,0,0,0,0,0,0
"9163","adrenalin",0,0,0,0,0,0,0,0,0,0
"9164","pagi",0,0,0,0,0,0,0,0,0,0
"9165","cuaca",0,0,0,0,0,0,0,0,0,0
"9166","cerah",0,0,0,0,0,0,0,0,0,0
"9167","lokasi",0,0,0,0,0,0,0,0,0,0
"9168","suguhan",0,0,0,0,0,0,0,0,0,0
"9169","puncak",0,0,0,0,0,0,0,0,0,0
"9170","merapi",0,0,0,0,0,0,0,0,0,0
"9171","indah",0,0,0,0,0,0,0,0,0,0
"9172","jalur",0,0,0,0,0,0,0,0,0,0
"9173","lahar",0,0,0,0,0,0,0,0,0,0
"9174","dinginnya",0,0,0,0,0,0,0,0,0,0
"9175","menyisakan",0,0,0,0,0,0,0,0,0,0
"9176","kengerian",0,0,0,0,0,0,0,0,0,0
