"","dataword","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"23525","wajib",0,0,0,0,0,0,0,0,0,0
"23526","dikunjungiu",0,0,0,0,0,0,0,0,0,0
"23527","menyewa",0,0,0,0,0,0,0,0,0,0
"23528","jeep",0,0,0,0,0,0,0,0,0,0
"23529","gunung",0,0,0,0,0,0,0,0,0,0
"23530","menghabiskan",0,0,0,0,0,0,0,0,0,0
"23531","jam",0,0,0,0,0,0,0,0,0,1
"23532","jam",0,0,0,0,0,0,0,0,0,1
"23533","tergantung",0,0,0,0,0,0,0,0,0,0
"23534","paket",0,0,0,0,0,0,0,0,0,0
"23535","memesan",0,0,0,0,0,0,0,0,0,0
"23536","wisata",0,0,0,0,0,0,0,0,0,0
"23537","tur",0,0,0,0,0,0,0,0,0,0
"23538","smailing",0,0,0,0,0,0,0,0,0,0
"23539","biaya",0,0,0,0,0,0,0,0,0,0
"23540","orang",0,0,0,0,0,0,0,0,0,0
"23541","maksimum",0,0,0,0,0,0,0,0,0,0
"23542","lupa",0,0,0,0,0,0,0,0,0,0
"23543","panduan",0,0,0,0,0,0,0,0,0,0
"23544","nama",0,0,0,0,0,0,0,0,0,0
"23545","jalur",0,0,0,0,0,0,0,0,0,0
"23546","mengambil",0,0,0,0,0,0,0,0,0,0
"23547","gunung",0,0,0,0,0,0,0,0,0,0
"23548","lereng",0,0,0,0,0,0,0,0,0,0
"23549","merapi",0,0,0,0,0,0,0,0,0,0
"23550","hiking",0,0,0,0,0,0,0,0,0,0
"23551","perjalanan",0,0,0,0,0,0,0,0,0,0
"23552","yogyakarta",0,0,0,0,0,0,0,0,0,0
"23553","yogi",0,0,0,0,0,0,0,0,0,0
"23554","sopir",0,0,0,0,0,0,0,0,0,0
"23555","menjemput",0,0,0,0,0,0,0,0,0,0
"23556","hotel",0,0,0,0,0,0,0,0,0,0
"23557","jam",0,0,0,0,0,0,0,0,0,1
"23558","perjalanan",0,0,0,0,0,0,0,0,0,0
"23559","merapi",0,0,0,0,0,0,0,0,0,0
"23560","jam",0,0,0,0,0,0,0,0,0,1
"23561","berkendara",0,0,0,0,0,0,0,0,0,0
"23562","panduan",0,0,0,0,0,0,0,0,0,0
"23563","informasi",0,0,0,0,0,0,0,0,0,0
"23564","daerah",0,0,0,0,0,0,0,0,0,0
"23565","gunung",0,0,0,0,0,0,0,0,0,0
"23566","letusan",0,0,0,0,0,0,0,0,0,0
"23567","sejarah",0,0,0,0,0,0,0,0,0,0
"23568","normal",0,0,0,0,0,0,0,0,0,0
"23569","mengobrol",0,0,0,0,0,0,0,0,0,0
"23570","lainlain",0,0,0,0,0,0,0,0,0,0
"23571","merekomendasikan",0,0,0,0,0,0,0,0,0,0
"23572","pergi",0,0,0,0,0,0,0,0,0,0
"23573","pagi",0,0,0,0,0,0,0,0,0,0
"23574","hujan",0,0,0,0,0,0,0,0,0,0
"23575","sore",1,0,0,0,0,1,0,0,1,0
"23576","wisata",0,0,0,0,0,0,0,0,0,0
"23577","hotel",0,0,0,0,0,0,0,0,0,0
"23578","menyediakan",0,0,0,0,0,0,0,0,0,0
"23579","air",0,0,0,0,0,0,0,0,0,0
"23580","sarankan",0,0,0,0,0,0,0,0,0,0
"23581","mengambil",0,0,0,0,0,0,0,0,0,0
"23582","istri",0,0,0,0,0,0,0,0,0,0
"23583","minum",0,0,0,0,0,0,0,0,0,0
"23584","liter",0,0,0,0,0,0,0,0,0,0
"23585","malamini",0,0,0,0,0,0,0,0,0,0
"23586","sulit",0,0,0,0,0,0,0,0,0,0
"23587","mendaki",0,0,0,0,0,0,0,0,0,0
"23588","kondisi",0,0,0,0,0,0,0,0,0,0
"23589","lbs",0,0,0,0,0,0,0,0,0,0
"23590","berjalan",0,0,0,0,0,0,0,0,0,0
"23591","ratarata",0,0,0,0,0,0,0,0,0,0
"23592","mil",0,0,0,0,0,0,0,0,0,0
"23593","butuh",0,0,0,0,0,0,0,0,0,0
"23594","kirakira",0,0,0,0,0,0,0,0,0,0
"23595","lantai",0,0,0,0,0,0,0,0,0,0
"23596","kondisi",0,0,0,0,0,0,0,0,0,0
"23597","relatif",0,0,0,0,0,0,0,0,0,0
"23598","orang",0,0,0,0,0,0,0,0,0,0
"23599","seusia",0,0,0,0,0,0,0,0,0,0
"23600","tepi",0,0,0,0,0,0,0,0,0,0
"23601","batas",0,0,0,0,0,0,0,0,0,0
"23602","melakukannya",0,0,0,0,0,0,0,0,0,0
"23603","lagisepanjang",0,0,0,0,0,0,0,0,0,0
"23604","pendakian",0,0,0,0,0,0,0,0,0,0
"23605","berjarak",0,0,0,0,0,0,0,0,0,0
"23606","mil",0,0,0,0,0,0,0,0,0,0
"23607","dibawahnya",0,0,0,0,0,0,0,0,0,0
"23608","merebuntukan",0,0,0,0,0,0,0,0,0,0
"23609","kualir",0,0,0,0,0,0,0,0,0,0
"23610","meter",0,0,0,0,0,0,0,0,0,0
"23611","turunnya",0,0,0,0,0,0,0,0,0,0
"23612","tralier",0,0,0,0,0,0,0,0,0,0
"23613","dibawahnya",0,0,0,0,0,0,0,0,0,0
"23614","merebuntukan",0,0,0,0,0,0,0,0,0,0
"23615","benarbenar",0,0,0,0,0,0,0,0,0,0
"23616","meter",0,0,0,0,0,0,0,0,0,0
"23617","bilang",0,0,0,0,0,0,0,0,0,0
"23618","mengambil",0,0,0,0,0,0,0,0,0,0
"23619","mendaki",0,0,0,0,0,0,0,0,0,0
"23620","perjalanan",0,0,0,0,0,0,0,0,0,0
"23621","iava",0,0,0,0,0,0,0,0,0,0
"23622","abu",0,0,0,0,0,0,0,0,0,0
"23623","letusan",0,0,0,0,0,0,0,0,0,0
"23624","pertumbuhan",0,0,0,0,0,0,0,0,0,0
"23625","lereng",0,0,0,0,0,0,0,0,0,0
"23626","salah",0,0,0,0,0,0,0,0,0,0
"23627","mudah",0,0,0,0,0,0,0,0,0,0
"23628","jatuh",0,0,0,0,0,0,0,0,0,0
"23629","pohon",0,0,0,0,0,0,0,0,0,0
"23630","letusan",0,0,0,0,0,0,0,0,0,0
"23631","cepat",0,0,0,0,0,0,0,0,0,0
"23632","bumiada",0,0,0,0,0,0,0,0,0,0
"23633","reklamasi",0,0,0,0,0,0,0,0,0,0
"23634","bekas",0,0,0,0,0,0,0,0,0,0
"23635","raksasa",0,0,0,0,0,0,0,0,0,0
"23636","hutan",0,0,0,0,0,0,0,0,0,0
"23637","erupsi",0,0,0,0,0,0,0,0,0,0
"23638","terkejut",0,0,0,0,0,0,0,0,0,0
"23639","inci",0,0,0,0,0,0,0,0,0,0
"23640","pohon",0,0,0,0,0,0,0,0,0,0
"23641","lereng",0,0,0,0,0,0,0,0,0,0
"23642","keragaman",0,0,0,0,0,0,0,0,0,0
"23643","vegetasi",0,0,0,0,0,0,0,0,0,0
"23644","berjalan",0,0,0,0,0,0,0,0,0,0
"23645","rumput",0,0,0,0,0,0,0,0,0,0
"23646","menjulang",0,0,0,0,0,0,0,0,0,0
"23647","kepala",0,0,0,0,0,0,0,0,0,0
"23648","kagum",0,0,0,0,0,0,0,0,0,0
"23649","cepat",0,0,0,0,0,0,0,0,0,0
"23650","bumiada",0,0,0,0,0,0,0,0,0,0
"23651","pulih",0,0,0,0,0,0,0,0,0,0
"23652","peristiwa",0,0,0,0,0,0,0,0,0,0
"23653","letusan",0,0,0,0,0,0,0,0,0,0
"23654","dahsyat",0,0,0,0,0,0,0,0,0,0
"23655","perjalanan",0,0,0,0,0,0,0,0,0,0
"23656","januari",0,0,0,0,0,0,0,0,0,0
"23657","mengambil",0,0,0,0,0,0,0,0,0,0
"23658","kedai",0,0,0,0,0,0,0,0,0,0
"23659","kopi",0,0,0,0,0,0,0,0,0,0
"23660","kurekomendasikan",0,0,0,0,0,0,0,0,0,0
"23661","membutuhkan",0,0,0,0,0,0,0,0,0,0
"23662","apapun",0,0,0,0,0,0,0,0,0,0
"23663","januari",0,0,0,0,0,0,0,0,0,0
"23664","jalanan",0,0,0,0,0,0,0,0,0,0
"23665","wisatawan",0,0,0,0,0,0,0,0,0,0
"23666","jalanan",0,0,0,0,0,0,0,0,0,0
"23667","nyamuk",0,0,0,0,0,0,0,0,0,0
"23668","mengambil",0,0,0,0,0,0,0,0,0,0
"23669","keracunan",0,0,0,0,0,0,0,0,0,0
"23670","makanan",0,0,0,0,0,0,0,0,0,0
"23671","kemarin",0,0,0,0,0,0,0,0,0,0
"23672","turun",0,0,0,0,0,0,0,0,0,0
"23673","gumamny",0,0,0,0,0,0,0,0,0,0
"23674","kegelapan",0,0,0,0,0,0,0,0,0,0
"23675","malam",0,0,0,0,0,0,0,0,0,0
"23676","sepatu",0,0,0,0,0,0,0,0,0,0
"23677","sol",0,0,0,0,0,0,0,0,0,0
"23678","bagus",0,0,0,0,0,0,0,0,0,0
"23679","mengausi",0,0,0,0,0,0,0,0,0,0
"23680","dipindah",0,0,0,0,0,0,0,0,0,0
"23681","tralier",0,0,0,0,0,0,0,0,0,0
"23682","hujan",0,0,0,0,0,0,0,0,0,0
"23683","kamar",0,0,0,0,0,0,0,0,0,0
"23684","mandiseluruh",0,0,0,0,0,0,0,0,0,0
"23685","titik",0,0,0,0,0,0,0,0,0,0
"23686","perjalanan",0,0,0,0,0,0,0,0,0,0
"23687","mahal",0,0,0,0,0,0,0,0,0,0
"23688","menginap",0,0,0,0,0,0,0,0,0,0
"23689","indonesia",0,0,0,0,0,0,0,0,0,0
"23690","jalur",0,0,0,0,0,0,0,0,0,0
"23691","bus",0,0,0,0,0,0,0,0,0,0
"23692","kota",0,0,0,0,0,0,0,0,0,0
"23693","berwisata",0,0,0,0,0,0,0,0,0,0
"23694","halhal",0,0,0,0,0,0,0,0,0,0
"23695","menakjubkansaya",0,0,0,0,0,0,0,0,0,0
"23696","merekomendasikan",0,0,0,0,0,0,0,0,0,0
"23697","pendakian",0,0,0,0,0,0,0,0,0,0
"23698","kondisi",0,0,0,0,0,0,0,0,0,0
"23699","relatif",0,0,0,0,0,0,0,0,0,0
"23700","oh",0,0,0,0,0,0,0,0,0,0
"23701","makan",0,0,0,0,0,0,0,0,0,0
"23702","siang",0,0,0,0,0,0,0,0,0,0
"23703","disediakan",0,0,0,0,0,0,0,0,0,0
"23704","restoran",0,0,0,0,0,0,0,0,0,0
"23705","hotel",0,0,0,0,0,0,0,0,0,0
"23706","pemandangan",0,0,0,0,0,0,0,0,0,0
"23707","bagus",0,0,0,0,0,0,0,0,0,0
"23708","merapi",0,0,0,0,0,0,0,0,0,0
"23709","menyewa",0,0,0,0,0,0,0,0,0,0
"23710","jip",0,0,0,0,0,0,0,0,0,0
"23711","tur",0,0,0,0,0,0,0,0,0,0
"23712","gunung",0,0,0,0,0,0,0,0,0,0
"23713","merapi",0,0,0,0,0,0,0,0,0,0
"23714","jalanjalan",0,0,0,0,0,0,0,0,0,0
"23715","bertonjol",0,0,0,0,0,0,0,0,0,0
"23716","disarankan",0,0,0,0,0,0,0,0,0,0
"23717","memakai",0,0,0,0,0,0,0,0,0,0
"23718","masker",0,0,0,0,0,0,0,0,0,0
"23719","perjalanan",0,0,0,0,0,0,0,0,0,0
"23720","tur",0,0,0,0,0,0,0,0,0,0
"23721","jwm",0,0,0,0,0,0,0,0,0,0
"23722","bagong",0,0,0,0,0,0,0,0,0,0
"23723","pemandu",0,0,0,0,0,0,0,0,0,0
"23724","pengemudidua",0,0,0,0,0,0,0,0,0,0
"23725","jempol",0,0,0,0,0,0,0,0,0,0
"23726","memilih",0,0,0,0,0,0,0,0,0,0
"23727","perjalanan",0,0,0,0,0,0,0,0,0,0
"23728","k",0,0,0,0,0,0,0,0,0,0
"23729","rupiah",0,0,0,0,0,0,0,0,0,0
"23730","jwm",0,0,0,0,0,0,0,0,0,0
"23731","perjalanan",0,0,0,0,0,0,0,0,0,0
"23732","memilih",0,0,0,0,0,0,0,0,0,0
"23733","jam",0,0,0,0,0,0,0,0,0,1
"23734","cuaca",0,0,0,0,0,0,0,0,0,0
"23735","nice",0,0,0,0,0,0,0,0,0,0
"23736","view",0,0,0,0,0,0,0,0,0,0
"23737","bersenangsenangtidak",0,0,0,0,0,0,0,0,0,0
"23738","direkomendasikan",0,0,0,0,0,0,0,0,0,0
"23739","anakanak",0,0,0,0,0,0,0,0,0,0
"23740","usia",0,0,0,0,0,0,0,0,0,0
"23741","januari",0,0,0,0,0,0,0,0,0,0
"23742","kunjungan",0,0,0,0,0,0,0,0,0,0
"23743","merapi",0,0,0,0,0,0,0,0,0,0
"23744","menyewa",0,0,0,0,0,0,0,0,0,0
"23745","mobil",0,0,0,0,0,0,0,0,0,0
"23746","jip",0,0,0,0,0,0,0,0,0,0
"23747","komunitas",0,0,0,0,0,0,0,0,0,0
"23748","jipnya",0,0,0,0,0,0,0,0,0,0
"23749","langsar",0,0,0,0,0,0,0,0,0,0
"23750","road",0,0,0,0,0,0,0,0,0,0
"23751","anakanak",0,0,0,0,0,0,0,0,0,0
"23752","senang",0,0,0,0,0,0,0,0,0,0
"23753","hotel",0,0,0,0,0,0,0,0,0,0
"23754","u",0,0,0,0,0,0,0,0,0,0
"23755","topen",0,0,0,0,0,0,0,0,0,0
"23756","sopir",0,0,0,0,0,0,0,0,0,0
"23757","kadangkadang",0,0,0,0,0,0,0,0,0,0
"23758","berdebu",0,0,0,0,0,0,0,0,0,0
"23759","pemandangan",0,0,0,0,0,0,0,0,0,0
"23760","pengalaman",0,0,0,0,0,0,0,0,0,0
"23761","terbaik",0,0,0,0,0,0,0,0,0,0
"23762","salah",0,0,0,0,0,0,0,0,0,0
"23763","wajib",0,0,0,0,0,0,0,0,0,0
"23764","dikunjungi",0,0,0,0,0,0,0,0,0,0
"23765","yogyakarta",0,0,0,0,0,0,0,0,0,0
"23766","tuan",0,0,0,0,0,0,0,0,0,0
"23767","rumah",0,0,0,0,0,0,0,0,0,0
"23768","sikap",0,0,0,0,0,0,0,0,0,0
"23769","bersedia",0,0,0,0,0,0,0,0,0,0
"23770","gunung",0,0,0,0,0,0,0,0,0,0
"23771","merapi",0,0,0,0,0,0,0,0,0,0
"23772","jip",0,0,0,0,0,0,0,0,0,0
"23773","driver",0,0,0,0,0,0,0,0,0,0
"23774","lokal",0,0,0,0,0,0,0,0,0,0
"23775","trekking",0,0,0,0,0,0,0,0,0,0
"23776","menyenangkan",0,0,0,0,0,0,0,0,0,0
"23777","program",0,0,0,0,0,0,0,0,0,0
"23778","pilih",0,0,0,0,0,0,0,0,0,0
"23779","sewa",0,0,0,0,0,0,0,0,0,0
"23780","jeep",0,0,0,0,0,0,0,0,0,0
"23781","berjarak",0,0,0,0,0,0,0,0,0,0
"23782","jam",0,0,0,0,0,0,0,0,0,1
"23783","idr",0,0,0,0,0,0,0,0,0,0
"23784","mengunjungi",0,0,0,0,0,0,0,0,0,0
"23785","museum",0,0,0,0,0,0,0,0,0,0
"23786","merapi",0,0,0,0,0,0,0,0,0,0
"23787","tanah",0,0,0,0,0,0,0,0,0,0
"23788","jerumun",0,0,0,0,0,0,0,0,0,0
"23789","jeep",0,0,0,0,0,0,0,0,0,0
"23790","gunung",0,0,0,0,0,0,0,0,0,0
"23791","benarbenar",0,0,0,0,0,0,0,0,0,0
"23792","pemandangan",0,0,0,0,0,0,0,0,0,0
"23793","lantai",0,0,0,0,0,0,0,0,0,0
"23794","menunggu",0,0,0,0,0,0,0,0,0,0
"23795","tumpangan",0,0,0,0,0,0,0,0,0,0
"23796","layak",0,0,0,0,0,0,0,0,0,0
"23797","tunggu",0,0,0,0,0,0,0,0,0,0
"23798","mengambil",0,0,0,0,0,0,0,0,0,0
"23799","tur",0,0,0,0,0,0,0,0,0,0
"23800","jeep",0,0,0,0,0,0,0,0,0,0
"23801","keluarga",0,0,0,0,0,0,0,0,0,0
"23802","anakanak",0,0,0,0,0,0,0,0,0,0
"23803","khawatir",0,0,0,0,0,0,0,0,0,0
"23804","harta",0,0,0,0,0,0,0,0,0,0
"23805","dikhawatirkan",0,0,0,0,0,0,0,0,0,0
"23806","menyenangkan",0,0,0,0,0,0,0,0,0,0
"23807","orang",0,0,0,0,0,0,0,0,0,0
"23808","dewasa",0,0,0,0,0,0,0,0,0,0
"23809","anakanak",0,0,0,0,0,0,0,0,0,0
"23810","muda",0,0,0,0,0,0,0,0,0,0
"23811","pergi",0,0,0,0,0,0,0,0,0,0
"23812","pagi",0,0,0,0,0,0,0,0,0,0
"23813","udara",0,0,0,0,0,0,0,0,0,0
"23814","dingin",0,0,0,0,0,0,0,0,0,0
"23815","berkendara",0,0,0,0,0,0,0,0,0,0
"23816","sisi",0,0,0,0,0,0,0,0,0,0
"23817","desa",0,0,0,0,0,0,0,0,0,0
"23818","gunung",0,0,0,0,0,0,0,0,0,0
"23819","berapi",0,0,0,0,0,0,0,0,0,0
"23820","menyegarkan",0,0,0,0,0,0,0,0,0,0
"23821","kunjungan",0,0,0,0,0,0,0,0,0,0
"23822","mengizinkan",0,0,0,0,0,0,0,0,0,0
"23823","pemandangan",0,0,0,0,0,0,0,0,0,0
"23824","gunung",0,0,0,0,0,0,0,0,0,0
"23825","berapi",0,0,0,0,0,0,0,0,0,0
"23826","berkabut",0,0,0,0,0,0,0,0,0,0
"23827","perjalanan",0,0,0,0,0,0,0,0,0,0
"23828","jeep",0,0,0,0,0,0,0,0,0,0
"23829","menaktkan",0,0,0,0,0,0,0,0,0,0
"23830","benarbenar",0,0,0,0,0,0,0,0,0,0
"23831","bertonjol",0,0,0,0,0,0,0,0,0,0
"23832","pengalaman",0,0,0,0,0,0,0,0,0,0
"23833","istimewa",0,0,0,0,0,0,0,0,0,0
"23834","sopir",0,0,0,0,0,0,0,0,0,0
"23835","jeqp",0,0,0,0,0,0,0,0,0,0
"23836","mengambil",0,0,0,0,0,0,0,0,0,0
"23837","gambar",0,0,0,0,0,0,0,0,0,0
"23838","cobalah",0,0,0,0,0,0,0,0,0,0
"23839","berdiri",0,0,0,0,0,0,0,0,0,0
"23840","duduk",0,0,0,0,0,0,0,0,0,0
"23841","keren",0,0,0,0,0,0,0,0,0,0
"23842","banget",0,0,0,0,0,0,0,0,0,0
"23843","merasakan",0,0,0,0,0,0,0,0,0,0
"23844","sensasi",0,0,0,0,0,0,0,0,0,0
"23845","keputusan",0,0,0,0,0,0,0,0,0,0
"23846","spontan",0,0,0,0,0,0,0,0,0,0
"23847","mencari",0,0,0,0,0,0,0,0,0,0
"23848","merapi",0,0,0,0,0,0,0,0,0,0
"23849","prambangan",0,0,0,0,0,0,0,0,0,0
"23850","temple",0,0,0,0,0,0,0,0,0,0
"23851","mengagumi",0,0,0,0,0,0,0,0,0,0
"23852","kemegahan",0,0,0,0,0,0,0,0,0,0
"23853","hotel",0,0,0,0,0,0,0,0,0,0
"23854","memutuskan",0,0,0,0,0,0,0,0,0,0
"23855","pergi",0,0,0,0,0,0,0,0,0,0
"23856","malampagi",0,0,0,0,0,0,0,0,0,0
"23857","memesan",0,0,0,0,0,0,0,0,0,0
"23858","tur",0,0,0,0,0,0,0,0,0,0
"23859","hostel",0,0,0,0,0,0,0,0,0,0
"23860","mendaki",0,0,0,0,0,0,0,0,0,0
"23861","merapi",0,0,0,0,0,0,0,0,0,0
"23862","membaca",0,0,0,0,0,0,0,0,0,0
"23863","masakat",0,0,0,0,0,0,0,0,0,0
"23864","memperata",0,0,0,0,0,0,0,0,0,0
"23865","menganggap",0,0,0,0,0,0,0,0,0,0
"23866","diriku",0,0,0,0,0,0,0,0,0,0
"23867","memutuskan",0,0,0,0,0,0,0,0,0,0
"23868","mencobanya",0,0,0,0,0,0,0,0,0,0
"23869","hotel",0,0,0,0,0,0,0,0,0,0
"23870","berhargaya",0,0,0,0,0,0,0,0,0,0
"23871","pendakian",0,0,0,0,0,0,0,0,0,0
"23872","sulit",0,0,0,0,0,0,0,0,0,0
"23873","mudah",0,0,0,0,0,0,0,0,0,0
"23874","tantangan",0,0,0,0,0,0,0,0,0,0
"23875","mental",0,0,0,0,0,0,0,0,0,0
"23876","fisik",0,0,0,0,0,0,0,0,0,0
"23877","menantang",0,0,0,0,0,0,0,0,0,0
"23878","melakukannya",0,0,0,0,0,0,0,0,0,0
"23879","pemandangan",0,0,0,0,0,0,0,0,0,0
"23880","matahari",0,0,0,0,0,0,0,0,0,0
"23881","terbit",0,0,0,0,0,0,0,0,0,0
"23882","puncak",0,0,0,0,0,0,0,0,0,0
"23883","pemandangan",0,0,0,0,0,0,0,0,0,0
"23884","fantastis",0,0,0,0,0,0,0,0,0,0
"23885","katakata",0,0,0,0,0,0,0,0,0,0
"23886","menggambarkan",0,0,0,0,0,0,0,0,0,0
"23887","keindahan",0,0,0,0,0,0,0,0,0,0
"23888","mempecermin",0,0,0,0,0,0,0,0,0,0
"23889","mata",0,0,0,0,0,0,0,0,0,0
"23890","telanjang",0,0,0,0,0,0,0,0,0,0
"23891","tur",0,0,0,0,0,0,0,0,0,0
"23892","matahari",0,0,0,0,0,0,0,0,0,0
"23893","terbit",0,0,0,0,0,0,0,0,0,0
"23894","direkomendasikan",0,0,0,0,0,0,0,0,0,0
"23895","benarbenar",0,0,0,0,0,0,0,0,0,0
"23896","merapi",0,0,0,0,0,0,0,0,0,0
"23897","mendung",0,0,0,0,0,0,0,0,0,0
"23898","merapi",0,0,0,0,0,0,0,0,0,0
"23899","benarbenar",0,0,0,0,0,0,0,0,0,0
"23900","membuangbuang",0,0,0,0,0,0,0,0,0,0
"23901","uang",0,0,0,0,0,0,0,0,0,0
"23902","museum",0,0,0,0,0,0,0,0,0,0
"23903","perusakan",0,0,0,0,0,0,0,0,0,0
"23904","jam",0,0,0,0,0,0,0,0,0,1
"23905","trekking",0,0,0,0,0,0,0,0,0,0
"23906","vogels",0,0,0,0,0,0,0,0,0,0
"23907","hostel",0,0,0,0,0,0,0,0,0,0
"23908","hebat",0,0,0,0,0,0,0,0,0,0
"23909","berjalan",0,0,0,0,0,0,0,0,0,0
"23910","hutan",0,0,0,0,0,0,0,0,0,0
"23911","pemandangan",0,0,0,0,0,0,0,0,0,0
"23912","indah",0,0,0,0,0,0,0,0,0,0
"23913","am",0,0,0,0,0,0,0,0,0,0
"23914","matahari",0,0,0,0,0,0,0,0,0,0
"23915","terbenam",0,0,0,0,0,0,0,0,0,0
"23916","panduan",0,0,0,0,0,0,0,0,0,0
"23917","memberitahu",0,0,0,0,0,0,0,0,0,0
"23918","letusan",0,0,0,0,0,0,0,0,0,0
"23919","dekads",0,0,0,0,0,0,0,0,0,0
"23920","persisnya",0,0,0,0,0,0,0,0,0,0
"23921","didatangi",0,0,0,0,0,0,0,0,0,0
"23922","perubahan",0,0,0,0,0,0,0,0,0,0
"23923","letusan",0,0,0,0,0,0,0,0,0,0
"23924","cinta",0,0,0,0,0,0,0,0,0,0
"23925","lingkungan",0,0,0,0,0,0,0,0,0,0
"23926","kecuali",0,0,0,0,0,0,0,0,0,0
"23927","debu",0,0,0,0,0,0,0,0,0,0
"23928","pemandangan",0,0,0,0,0,0,0,0,0,0
"23929","menakjubkan",0,0,0,0,0,0,0,0,0,0
"23930","mencintai",0,0,0,0,0,0,0,0,0,0
"23931","pergi",0,0,0,0,0,0,0,0,0,0
"23932","pagi",0,0,0,0,0,0,0,0,0,0
"23933","merasakan",0,0,0,0,0,0,0,0,0,0
"23934","lingkungan",0,0,0,0,0,0,0,0,0,0
"23935","dingin",0,0,0,0,0,0,0,0,0,0
"23936","bepergian",0,0,0,0,0,0,0,0,0,0
"23937","udara",0,0,0,0,0,0,0,0,0,0
"23938","terbuka",0,0,0,0,0,0,0,0,0,0
"23939","jipnya",0,0,0,0,0,0,0,0,0,0
"23940","menakjubkan",0,0,0,0,0,0,0,0,0,0
"23941","skeptis",0,0,0,0,0,0,0,0,0,0
"23942","membaca",0,0,0,0,0,0,0,0,0,0
"23943","ta",0,0,0,0,0,0,0,0,0,0
"23944","ulasan",0,0,0,0,0,0,0,0,0,0
"23945","tur",0,0,0,0,0,0,0,0,0,0
"23946","gunung",0,0,0,0,0,0,0,0,0,0
"23947","berapi",0,0,0,0,0,0,0,0,0,0
"23948","suami",0,0,0,0,0,0,0,0,0,0
"23949","bersemangat",0,0,0,0,0,0,0,0,0,0
"23950","mengunjungi",0,0,0,0,0,0,0,0,0,0
"23951","mengakui",0,0,0,0,0,0,0,0,0,0
"23952","pengalaman",0,0,0,0,0,0,0,0,0,0
"23953","menyenangkan",0,0,0,0,0,0,0,0,0,0
"23954","bertonjol",0,0,0,0,0,0,0,0,0,0
"23955","pengulas",0,0,0,0,0,0,0,0,0,0
"23956","terima",0,0,0,0,0,0,0,0,0,0
"23957","kasih",0,0,0,0,0,0,0,0,0,0
"23958","musim",0,0,0,0,0,0,0,0,0,0
"23959","hujan",0,0,0,0,0,0,0,0,0,0
"23960","sopir",0,0,0,0,0,0,0,0,0,0
"23961","jeep",0,0,0,0,0,0,0,0,0,0
"23962","bertepuk",0,0,0,0,0,0,0,0,0,0
"23963","tangan",0,0,0,0,0,0,0,0,0,0
"23964","keterampilan",0,0,0,0,0,0,0,0,0,0
"23965","gunung",0,0,0,0,0,0,0,0,0,0
"23966","merapi",0,0,0,0,0,0,0,0,0,0
"23967","gunung",0,0,0,0,0,0,0,0,0,0
"23968","merapi",0,0,0,0,0,0,0,0,0,0
"23969","indonesia",0,0,0,0,0,0,0,0,0,0
"23970","meletus",0,0,0,0,0,0,0,0,0,0
"23971","teratur",0,0,0,0,0,0,0,0,0,0
"23972","gunung",0,0,0,0,0,0,0,0,0,0
"23973","berapi",0,0,0,0,0,0,0,0,0,0
"23974","gunung",0,0,0,0,0,0,0,0,0,0
"23975","api",0,0,0,0,0,0,0,0,0,0
"23976","terkenal",0,0,0,0,0,0,0,0,0,0
"23977","dikenal",0,0,0,0,0,0,0,0,0,0
"23978","kecenderungan",0,0,0,0,0,0,0,0,0,0
"23979","gunung",0,0,0,0,0,0,0,0,0,0
"23980","merapi",0,0,0,0,0,0,0,0,0,0
"23981","terduga",0,0,0,0,0,0,0,0,0,0
"23982","diperlakukan",0,0,0,0,0,0,0,0,0,0
"23983","menikmati",0,0,0,0,0,0,0,0,0,0
"23984","pemandangan",0,0,0,0,0,0,0,0,0,0
"23985","matahari",0,0,0,0,0,0,0,0,0,0
"23986","terbit",0,0,0,0,0,0,0,0,0,0
"23987","spektakuler",0,0,0,0,0,0,0,0,0,0
"23988","memiliki",0,0,0,0,0,0,0,0,0,0
"23989","energi",0,0,0,0,0,0,0,0,0,0
"23990","perjalanan",0,0,0,0,0,0,0,0,0,0
"23991","puncaknya",0,0,0,0,0,0,0,0,0,0
"23992","tergantung",0,0,0,0,0,0,0,0,0,0
"23993","gunung",0,0,0,0,0,0,0,0,0,0
"23994","berapi",0,0,0,0,0,0,0,0,0,0
"23995","berperilaku",0,0,0,0,0,0,0,0,0,0
"23996","membaca",0,0,0,0,0,0,0,0,0,0
"23997","orangorang",0,0,0,0,0,0,0,0,0,0
"23998","mengeluh",0,0,0,0,0,0,0,0,0,0
"23999","jeqp",0,0,0,0,0,0,0,0,0,0
"24000","jalan",0,0,0,0,0,0,0,0,0,0
"24001","atasaku",0,0,0,0,0,0,0,0,0,0
"24002","tertawa",0,0,0,0,0,0,0,0,0,0
"24003","benarbenar",0,0,0,0,0,0,0,0,0,0
"24004","lasat",0,0,0,0,0,0,0,0,0,0
"24005","pendakian",0,0,0,0,0,0,0,0,0,0
"24006","dataran",0,0,0,0,0,0,0,0,0,0
"24007","dicintai",0,0,0,0,0,0,0,0,0,0
"24008","derajat",0,0,0,0,0,0,0,0,0,0
"24009","menggendengkan",0,0,0,0,0,0,0,0,0,0
"24010","skuter",0,0,0,0,0,0,0,0,0,0
"24011","selatan",0,0,0,0,0,0,0,0,0,0
"24012","jogja",0,0,0,0,0,0,0,0,0,0
